Date,Store,Weekly_Sales,Holiday_Flag,KMeans_Anomaly,Hierarchical_Anomaly,IsolationForest_Anomaly,Consensus_Anomaly,Anomaly_Type,Sales_Deviation
2012-01-20,1,1394393.84,0,0,0,0,0,Normal,-1.2352796898208807
2012-01-27,1,1319325.59,0,0,0,0,0,Normal,-1.1374244810666514
2012-02-03,1,1636339.65,0,0,0,0,0,Normal,1.358867621294229
2012-02-10,1,1802477.43,1,0,0,0,0,Normal,1.1898929397090292
2012-02-17,1,1819870.0,0,0,0,0,0,Normal,0.7557841410210957
2012-02-24,1,1539387.83,0,0,0,0,0,Normal,-1.185675269940014
2012-03-02,1,1688420.76,0,0,0,0,0,Normal,-0.18649739754585198
2012-03-09,1,1675431.16,0,0,0,0,0,Normal,-0.04663626687104806
2012-03-16,1,1677472.78,0,0,0,0,0,Normal,0.4564091763355897
2012-03-23,1,1511068.07,0,0,0,0,0,Normal,-1.4965922121088024
2012-03-30,1,1649604.63,0,0,0,0,0,Normal,0.26767357423201177
2012-04-06,1,1899676.88,0,0,0,1,0,Normal,1.33776989807321
2012-04-13,1,1621031.7,0,0,0,0,0,Normal,-0.30043748313904983
2012-04-20,1,1521577.87,0,0,0,0,0,Normal,-0.9415703026173209
2012-04-27,1,1468928.37,0,0,0,0,0,Normal,-0.8278675459632377
2012-05-04,1,1684519.99,0,0,0,0,0,Normal,1.1394670589596578
2012-05-11,1,1611096.05,0,0,0,0,0,Normal,0.4143410569294774
2012-05-18,1,1595901.87,0,0,0,0,0,Normal,0.0646396520274799
2012-05-25,1,1555444.55,0,0,0,0,0,Normal,-1.0443305397653977
2012-06-01,1,1624477.58,0,0,0,0,0,Normal,0.9280754177590985
2012-06-08,1,1697230.96,0,0,0,0,0,Normal,1.320954566003524
2012-06-15,1,1630607.0,0,0,0,0,0,Normal,0.06328562204168306
2012-06-22,1,1527845.81,0,0,0,0,0,Normal,-1.3220209806269654
2012-06-29,1,1540421.49,0,0,0,0,0,Normal,-0.7336470476774711
2012-07-06,1,1769854.16,0,0,0,0,0,Normal,1.3680448324208994
2012-07-13,1,1527014.04,0,0,0,0,0,Normal,-0.5391503883091812
2012-07-20,1,1497954.76,0,0,0,0,0,Normal,-0.6852617783249708
2012-07-27,1,1439123.71,0,0,0,0,0,Normal,-0.8199219598844196
2012-08-03,1,1631135.79,0,0,0,0,0,Normal,1.3357143886853466
2012-08-10,1,1592409.97,0,0,0,0,0,Normal,0.5968233437046636
2012-08-17,1,1597868.05,0,0,0,0,0,Normal,0.38180600430794687
2012-08-24,1,1494122.38,0,0,0,0,0,Normal,-1.4355746850077824
2012-08-31,1,1582083.4,0,0,0,0,0,Normal,0.3170186523301629
2012-09-07,1,1661767.33,1,0,0,0,0,Normal,1.1260960451802824
2012-09-14,1,1517428.87,0,0,0,0,0,Normal,-0.6178106202995602
2012-09-21,1,1506126.06,0,0,0,0,0,Normal,-0.8483415180164183
2012-09-28,1,1437059.26,0,0,0,0,0,Normal,-0.9909659219443643
2012-10-05,1,1670785.97,0,0,0,0,0,Normal,1.3992110601900654
2012-10-12,1,1573072.81,0,0,0,0,0,Normal,0.26417325115488965
2012-10-19,1,1508068.77,0,0,0,0,0,Normal,-0.3943795132346989
2012-10-26,1,1493659.74,0,0,0,0,0,Normal,-0.8394222876832726
2010-02-19,2,2124451.54,0,0,0,0,0,Normal,-1.1528135884247865
2010-02-26,2,1865097.27,0,0,0,0,0,Normal,-1.4984303085657735
2010-03-05,2,1991013.13,0,0,0,0,0,Normal,-0.301082801047385
2010-03-12,2,1990483.78,0,0,0,0,0,Normal,-0.021505997065479943
2010-03-19,2,1946070.88,0,0,0,0,0,Normal,-0.03536490845267276
2010-03-26,2,1750197.81,0,0,0,0,0,Normal,-1.4745154166452226
2010-04-02,2,2066187.72,0,0,0,0,0,Normal,0.9491262543030516
2010-04-09,2,1954689.21,0,0,0,0,0,Normal,0.19342766131718092
2010-04-16,2,1874957.94,0,0,0,0,0,Normal,-0.2746039665810056
2010-04-23,2,1821990.93,0,0,0,0,0,Normal,-1.011671604059857
2010-04-30,2,1802450.29,0,0,0,0,0,Normal,-0.8972990315787078
2010-05-07,2,2042581.71,0,0,0,0,0,Normal,1.4396645712533678
2010-05-14,2,1880752.36,0,0,0,0,0,Normal,-0.056820604269770286
2010-05-21,2,1896937.1,0,0,0,0,0,Normal,-0.08729181971590265
2010-05-28,2,1957113.89,0,0,0,0,0,Normal,0.17425452658031523
2010-06-04,2,2102539.93,0,0,0,0,0,Normal,1.418351047104285
2010-06-11,2,2025538.76,0,0,0,0,0,Normal,0.3386816462419446
2010-06-18,2,2001636.96,0,0,0,0,0,Normal,-0.32959833882127076
2010-06-25,2,1939927.09,0,0,0,0,0,Normal,-1.1522451225291348
2010-07-02,2,2003940.64,0,0,0,0,0,Normal,0.30353424944820717
2010-07-09,2,1880902.62,0,0,0,0,0,Normal,-1.2933018075733211
2010-07-16,2,1845879.79,0,0,0,0,0,Normal,-1.0345120811637716
2010-07-23,2,1781717.71,0,0,0,0,0,Normal,-1.0320139834135005
2010-07-30,2,1804246.16,0,0,0,0,0,Normal,-0.5433152640630754
2010-08-06,2,1991909.98,0,0,0,0,0,Normal,1.4393883111008243
2010-08-13,2,1895601.05,0,0,0,0,0,Normal,0.2837895612486945
2010-08-20,2,1964335.23,0,0,0,0,0,Normal,0.6015092489939738
2010-08-27,2,1863840.49,0,0,0,0,0,Normal,-1.0965370498885985
2010-09-03,2,1904608.09,0,0,0,0,0,Normal,-0.059274997252295715
2010-09-10,2,1839128.83,1,0,0,0,0,Normal,-0.9844539812554899
2010-09-17,2,1793903.6,0,0,0,0,0,Normal,-1.2188952009028806
2010-09-24,2,1724557.22,0,0,0,0,0,Normal,-1.2004566173655247
2010-10-01,2,1827440.43,0,0,0,0,0,Normal,0.6054798507506438
2010-10-08,2,1849921.44,0,0,0,0,0,Normal,0.9320647215875234
2010-10-15,2,1794355.49,0,0,0,0,0,Normal,-0.08621564466409162
2010-10-22,2,1737947.64,0,0,0,0,0,Normal,-1.324782411510586
2010-10-29,2,1802755.11,0,0,0,0,0,Normal,0.14177208863310634
2010-11-05,2,1939061.41,0,0,0,0,0,Normal,1.4121627241299384
2010-11-12,2,1916812.74,0,0,0,0,0,Normal,0.710905581554924
2010-11-19,2,1956739.17,0,0,0,0,0,Normal,0.7628220513579154
2010-11-26,2,2658725.29,1,0,0,1,0,Normal,1.4984590395214372
2010-12-03,2,2015781.27,0,0,0,0,0,Normal,-0.34620687092996827
2010-12-10,2,2378726.55,0,0,0,0,0,Normal,0.3838413027887177
2010-12-17,2,2609166.75,0,0,0,0,0,Normal,0.6603203891759928
2010-12-24,2,3436007.68,0,1,0,1,1,Normal,1.3711886460943645
2010-12-31,2,1750434.55,1,1,0,0,0,Normal,-1.138118294753398
2011-01-07,2,1758050.79,0,0,0,0,0,Normal,-0.7817573196066435
2011-01-14,2,1744193.58,0,0,0,0,0,Normal,-0.5079391711670876
2011-01-21,2,1751384.9,0,0,0,0,0,Normal,0.06503757771754147
2011-01-28,2,1695371.68,0,0,0,0,0,Normal,-1.4700578116303755
2011-02-04,2,1929346.23,0,0,0,0,0,Normal,1.455182419639673
2011-02-11,2,2168041.61,1,0,0,0,0,Normal,1.3250358550497785
2011-02-18,2,2080884.82,0,0,0,0,0,Normal,0.5432805709070619
2011-02-25,2,1833511.08,0,0,0,0,0,Normal,-1.129925340705531
2011-03-04,2,1981607.78,0,0,0,0,0,Normal,-0.23967644084213888
2011-03-11,2,1879107.31,0,0,0,0,0,Normal,-0.5857297145958046
2011-03-18,2,1902557.66,0,0,0,0,0,Normal,0.05424585468568861
2011-03-25,2,1766162.05,0,0,0,0,0,Normal,-1.3053566454120302
2011-04-01,2,1800171.36,0,0,0,0,0,Normal,-0.5717865245361079
2011-04-08,2,1847552.61,0,0,0,0,0,Normal,0.31120419755429646
2011-04-15,2,1856467.84,0,0,0,0,0,Normal,0.9200025741538758
2011-04-22,2,1886339.6,0,0,0,0,0,Normal,1.0834276018332694
2011-04-29,2,1745545.28,0,0,0,0,0,Normal,-1.4439117475717456
2011-05-06,2,1837743.6,0,0,0,0,0,Normal,0.10244072920129607
2011-05-13,2,1838513.07,0,0,0,0,0,Normal,0.19489767420732054
2011-05-20,2,1688281.86,0,0,0,0,0,Normal,-1.2094243308320995
2011-05-27,2,1797732.56,0,0,0,0,0,Normal,0.10119568899892427
2011-06-03,2,1933756.21,0,0,0,0,0,Normal,1.1722558033974777
2011-06-10,2,1929153.16,0,0,0,0,0,Normal,0.7814236182025875
2011-06-17,2,1953771.99,0,0,0,0,0,Normal,0.702776853400399
2011-06-24,2,1790925.8,0,0,0,0,0,Normal,-1.4845714945718629
2011-07-01,2,1866243.0,0,0,0,0,0,Normal,-0.2581216471432503
2011-07-08,2,1853161.99,0,0,0,0,0,Normal,-0.19172293975386306
2011-07-15,2,1785187.29,0,0,0,0,0,Normal,-0.9262086957997625
2011-07-22,2,1743816.41,0,0,0,0,0,Normal,-1.1824579471315466
2011-07-29,2,1680693.06,0,0,0,0,0,Normal,-1.173974357598917
2011-08-05,2,1876704.26,0,0,0,0,0,Normal,1.2787166163499806
2011-08-12,2,1812768.26,0,0,0,0,0,Normal,0.40402017258788564
2011-08-19,2,1844094.59,0,0,0,0,0,Normal,0.4714148149818869
2011-08-26,2,1821139.91,0,0,0,0,0,Normal,-0.6131105989866116
2011-09-02,2,1809119.7,0,0,0,0,0,Normal,-0.8061718109989043
2011-09-09,2,1748000.65,1,0,0,0,0,Normal,-1.4031072965474882
2011-09-16,2,1691439.52,0,0,0,0,0,Normal,-1.2678804368831593
2011-09-23,2,1669299.78,0,0,0,0,0,Normal,-0.9611727073881237
2011-09-30,2,1650394.44,0,0,0,0,0,Normal,-0.9315812272601597
2011-10-07,2,1837553.43,0,0,0,0,0,Normal,1.4706627400902579
2011-10-14,2,1743882.19,0,0,0,0,0,Normal,0.21872699447649388
2011-10-21,2,1834680.25,0,0,0,0,0,Normal,0.7658192856643851
2011-10-28,2,1769296.25,0,0,0,0,0,Normal,-0.5745938250892467
2011-11-04,2,1959707.9,0,0,0,0,0,Normal,1.3770134193034673
2011-11-11,2,1920725.15,0,0,0,0,0,Normal,0.5794040940622167
2011-11-18,2,1902762.5,0,0,0,0,0,Normal,0.17700254450717795
2011-11-25,2,2614202.3,1,0,0,1,0,Normal,1.4964115929329693
2011-12-02,2,1954952.0,0,0,0,0,0,Normal,-0.41544708997148955
2011-12-09,2,2290549.32,0,0,0,0,0,Normal,0.30231296319370743
2011-12-16,2,2432736.52,0,0,0,0,0,Normal,0.3930679811277623
2011-12-23,2,3224369.8,0,0,0,1,0,Normal,1.392083580650978
2011-12-30,2,1874226.52,1,1,0,0,0,Normal,-1.0292369510674078
2012-01-06,2,1799520.14,0,0,0,0,0,Normal,-0.8101140271509417
2012-01-13,2,1744725.48,0,0,0,0,0,Normal,-0.5849956069276395
2012-01-20,2,1711769.11,0,0,0,0,0,Normal,-0.9967091414732162
2012-01-27,2,1660906.14,0,0,0,0,0,Normal,-1.1743881177739557
2012-02-03,2,1935299.94,0,0,0,0,0,Normal,1.436543126543104
2012-02-10,2,2103322.68,1,0,0,0,0,Normal,1.2209403633360474
2012-02-17,2,2196688.46,0,0,0,0,0,Normal,0.946904079828848
2012-02-24,2,1861802.7,0,0,0,0,0,Normal,-1.061459499635243
2012-03-02,2,1952555.66,0,0,0,0,0,Normal,-0.5071286450946044
2012-03-09,2,1937628.26,0,0,0,0,0,Normal,-0.34113622283693856
2012-03-16,2,1976082.13,0,0,0,0,0,Normal,0.8917396503439544
2012-03-23,2,1790439.16,0,0,0,0,0,Normal,-1.4731069672047168
2012-03-30,2,1857480.84,0,0,0,0,0,Normal,-0.3968877678122214
2012-04-06,2,2129035.91,0,0,0,0,0,Normal,1.2842395131671993
2012-04-13,2,1935869.1,0,0,0,0,0,Normal,0.05231130381187553
2012-04-20,2,1847344.45,0,0,0,0,0,Normal,-0.7284132358119415
2012-04-27,2,1764133.09,0,0,0,0,0,Normal,-0.9898926056527496
2012-05-04,2,1923957.09,0,0,0,0,0,Normal,0.7062012354077029
2012-05-11,2,1917520.99,0,0,0,0,0,Normal,0.7273629705894815
2012-05-18,2,2000940.67,0,0,0,0,0,Normal,1.0010742633460097
2012-05-25,2,1912791.09,0,0,0,0,0,Normal,-0.6240960878402332
2012-06-01,2,1910092.37,0,0,0,0,0,Normal,-0.5757548413000201
2012-06-08,2,2010216.49,0,0,0,0,0,Normal,0.9488473558583831
2012-06-15,2,1962924.3,0,0,0,0,0,Normal,0.2930638402725946
2012-06-22,2,1887733.21,0,0,0,0,0,Normal,-1.001398618960961
2012-06-29,2,1881046.12,0,0,0,0,0,Normal,-0.8760725884000327
2012-07-06,2,2041507.4,0,0,0,0,0,Normal,1.3048229548160248
2012-07-13,2,1830075.13,0,0,0,0,0,Normal,-0.8762291303485406
2012-07-20,2,1819666.46,0,0,0,0,0,Normal,-0.7159811841434006
2012-07-27,2,1757923.88,0,0,0,0,0,Normal,-0.8440844483776236
2012-08-03,2,1946104.64,0,0,0,0,0,Normal,1.3710966937154057
2012-08-10,2,1866719.96,0,0,0,0,0,Normal,0.24089723393325752
2012-08-17,2,1928016.01,0,0,0,0,0,Normal,0.6278286869903571
2012-08-24,2,1876788.15,0,0,0,0,0,Normal,-0.7147564918484559
2012-08-31,2,1947083.3,0,0,0,0,0,Normal,1.088133636741274
2012-09-07,2,1898777.07,1,0,0,0,0,Normal,-0.4466819897586756
2012-09-14,2,1814806.63,0,0,0,0,0,Normal,-1.2673038545306716
2012-09-21,2,1829415.67,0,0,0,0,0,Normal,-0.6980835294763471
2012-09-28,2,1746470.56,0,0,0,0,0,Normal,-1.2150126257966862
2012-10-05,2,1998321.04,0,0,0,0,0,Normal,1.4117799758317704
2012-10-12,2,1900745.13,0,0,0,0,0,Normal,0.2992817508250583
2012-10-19,2,1847990.41,0,0,0,0,0,Normal,-0.24169338005560786
2012-10-26,2,1834458.35,0,0,0,0,0,Normal,-0.8193843239137936
2010-02-19,3,421642.19,0,0,0,0,0,Normal,-0.5576612237959551
2010-02-26,3,407204.86,0,0,0,0,0,Normal,-0.8765257814512509
2010-03-05,3,415202.04,0,0,0,0,0,Normal,-0.14957720118980167
2010-03-12,3,384200.69,0,0,0,0,0,Normal,-1.3985928173273188
2010-03-19,3,375328.59,0,0,0,0,0,Normal,-1.0723383483234847
2010-03-26,3,359949.27,0,0,0,0,0,Normal,-1.0186035890378395
2010-04-02,3,423294.4,0,0,0,0,0,Normal,1.3928219831413022
2010-04-09,3,415870.28,0,0,0,0,0,Normal,0.7229440142237878
2010-04-16,3,354993.26,0,0,0,0,0,Normal,-0.930310587064638
2010-04-23,3,339976.65,0,0,0,0,0,Normal,-1.0325357836520566
2010-04-30,3,361248.39,0,0,0,0,0,Normal,-0.20448974519774477
2010-05-07,3,399323.86,0,0,0,0,0,Normal,1.4031307859398212
2010-05-14,3,384357.94,0,0,0,0,0,Normal,0.5037858764900165
2010-05-21,3,343763.17,0,0,0,0,0,Normal,-1.1559121000569508
2010-05-28,3,350089.23,0,0,0,0,0,Normal,-0.7208126713009938
2010-06-04,3,396968.8,0,0,0,0,0,Normal,1.087747957545247
2010-06-11,3,355017.09,0,0,0,0,0,Normal,-0.26712577909819735
2010-06-18,3,364076.85,0,0,0,0,0,Normal,-0.11664702812408485
2010-06-25,3,357346.48,0,0,0,0,0,Normal,-0.5655162583867578
2010-07-02,3,381151.72,0,0,0,0,0,Normal,1.418333429495172
2010-07-09,3,349214.18,0,0,0,0,0,Normal,-1.0117544725364935
2010-07-16,3,352728.78,0,0,0,0,0,Normal,-0.5119473948650991
2010-07-23,3,352864.49,0,0,0,0,0,Normal,-0.4118701826196382
2010-07-30,3,347955.05,0,0,0,0,0,Normal,-1.0998774776520774
2010-08-06,3,402635.76,0,0,0,0,0,Normal,1.4940704685782633
2010-08-13,3,339597.38,0,0,0,0,0,Normal,-0.7440097362942844
2010-08-20,3,351728.21,0,0,0,0,0,Normal,-0.3064155658334182
2010-08-27,3,362134.09,0,0,0,0,0,Normal,-0.06912071010059669
2010-09-03,3,366473.97,0,0,0,0,0,Normal,0.9591426754686143
2010-09-10,3,352260.97,1,0,0,0,0,Normal,-0.8034732035848766
2010-09-17,3,363064.64,0,0,0,0,0,Normal,0.34074256126861746
2010-09-24,3,355626.87,0,0,0,0,0,Normal,-0.5694326097148328
2010-10-01,3,358784.1,0,0,0,0,0,Normal,0.29323655421544687
2010-10-08,3,395107.35,0,0,0,0,0,Normal,1.478806807083132
2010-10-15,3,345584.39,0,0,0,0,0,Normal,-0.8408789814961243
2010-10-22,3,348895.98,0,0,0,0,0,Normal,-0.5810154878362107
2010-10-29,3,348591.74,0,0,0,0,0,Normal,-0.46106026477226936
2010-11-05,3,423175.56,0,0,0,0,0,Normal,1.4987856471661092
2010-11-12,3,386635.03,0,0,0,0,0,Normal,0.2748564256155975
2010-11-19,3,372545.32,0,0,0,0,0,Normal,-0.32664756043830934
2010-11-26,3,565567.84,1,1,0,1,1,Sudden Spike,1.4555753097591828
2010-12-03,3,476420.77,0,0,0,0,0,Normal,0.29170969454148843
2010-12-10,3,467642.03,0,0,0,0,0,Normal,-0.03677917186603985
2010-12-17,3,498159.39,0,0,0,0,0,Normal,-0.0854875232313851
2010-12-24,3,605990.41,0,0,0,1,0,Normal,1.4694662081035568
2010-12-31,3,382677.76,1,0,0,0,0,Normal,-1.1483743824259887
2011-01-07,3,378241.34,0,0,0,0,0,Normal,-0.8117659701618244
2011-01-14,3,381061.1,0,0,0,0,0,Normal,-0.4963703743954699
2011-01-21,3,350876.7,0,0,0,0,0,Normal,-1.4886624087282134
2011-01-28,3,364866.24,0,0,0,0,0,Normal,-0.2810391772655543
2011-02-04,3,438516.53,0,0,0,0,0,Normal,1.4208557221003004
2011-02-11,3,430526.21,1,0,0,0,0,Normal,0.7673017026125846
2011-02-18,3,432782.1,0,0,0,0,0,Normal,0.46421800432071614
2011-02-25,3,397211.19,0,0,0,0,0,Normal,-1.4753800895702653
2011-03-04,3,437084.51,0,0,0,0,0,Normal,0.6919323800693662
2011-03-11,3,404753.3,0,0,0,0,0,Normal,-0.6628552408894618
2011-03-18,3,392109.51,0,0,0,0,0,Normal,-0.7758695444968104
2011-03-25,3,380683.67,0,0,0,0,0,Normal,-0.9432030475720098
2011-04-01,3,374556.08,0,0,0,0,0,Normal,-1.0115714558919047
2011-04-08,3,384075.31,0,0,0,0,0,Normal,0.16654331594097582
2011-04-15,3,366250.69,0,0,0,0,0,Normal,-1.2958591841502631
2011-04-22,3,391860.04,0,0,0,0,0,Normal,1.1361266877358274
2011-04-29,3,367405.4,0,0,0,0,0,Normal,-0.7916844112695143
2011-05-06,3,413042.12,0,0,0,0,0,Normal,1.2726887855455167
2011-05-13,3,386312.68,0,0,0,0,0,Normal,-0.17796853673155408
2011-05-20,3,364603.13,0,0,0,0,0,Normal,-0.8169306772614755
2011-05-27,3,369350.6,0,0,0,0,0,Normal,-0.6383915161347906
2011-06-03,3,394507.84,0,0,0,0,0,Normal,1.123816908913765
2011-06-10,3,391638.75,0,0,0,0,0,Normal,0.7622009767756387
2011-06-17,3,403423.34,0,0,0,0,0,Normal,0.9453822713538614
2011-06-24,3,385520.71,0,0,0,0,0,Normal,-1.1081051051704638
2011-07-01,3,368962.72,0,0,0,0,0,Normal,-1.283362256986241
2011-07-08,3,395146.24,0,0,0,0,0,Normal,0.46499431210529796
2011-07-15,3,373454.33,0,0,0,0,0,Normal,-0.6167235140589656
2011-07-22,3,360617.37,0,0,0,0,0,Normal,-0.9456039882801803
2011-07-29,3,345381.29,0,0,0,0,0,Normal,-1.1046006289197203
2011-08-05,3,409981.25,0,0,0,0,0,Normal,1.363982275906155
2011-08-12,3,380376.85,0,0,0,0,0,Normal,0.22544403811236896
2011-08-19,3,379716.91,0,0,0,0,0,Normal,0.0322914648793172
